"id","title","mini_description","category_id","description","image","price","slug","manufacturer","power","temperature","protection","warranty","created_at","updated_at"
"601","СИРИУС-ДПП-01-108-ххх","Мощность, Вт108
Световой поток, Лм14208
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>70
Тип светодиодовLG 3535 Ceramic
Количество светодиодов, шт48
Коэффициент мощности, cos φ0.98
Степень защитыIP65К13 - концентр. 13°
Температура эксплуатации, Сот -60 до +40К30 - концентр. 30°
Способ крепленияпоперечный кронштейн со скобойГ53 - глубокая 53°
Габаритные размеры, ДхШхВ мм400х228х138Г68 - глубокая 68°
Ресурс работы светильника, ч100000С - склад 23° х 110°
Масса, кг3.3
.","56","Мощность, Вт108
Световой поток, Лм14208
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>70
Тип светодиодовLG 3535 Ceramic
Количество светодиодов, шт48
Коэффициент мощности, cos φ0.98
Степень защитыIP65К13 - концентр. 13°
Температура эксплуатации, Сот -60 до +40К30 - концентр. 30°
Способ крепленияпоперечный кронштейн со скобойГ53 - глубокая 53°
Габаритные размеры, ДхШхВ мм400х228х138Г68 - глубокая 68°
Ресурс работы светильника, ч100000С - склад 23° х 110°
Масса, кг3.3
.","https://lh6.googleusercontent.com/VlkYDnL2CrGm5-sTdrCLIudJ-JMZhNONwiFzm25KT3R72FdSYyQi25QeNE3-hH5rYoF14BLbiMYKKY185D5bNcg9J-BrRHKs8eZddHaQ2IK_bxuafxHtcfhnqeuTalHImi-T40aljlO1CULSiw",NULL,"sirius-dpp-01-108-khkhkh","СИРИУС",NULL,NULL,"IP65","36","2020-03-21 10:18:14","2020-03-21 12:18:14"
"602","СИРИУС-ДПП-01-150-ххх","Мощность, Вт150
Световой поток, Лм24978
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>80
Тип светодиодовLG 3030 Series
Количество светодиодов, шт288
Коэффициент мощности, cos φ0.98 
Степень защитыIP65К30 - концентр. 30° 
Температура эксплуатации, Сот -60 до +40Г60 - глубокая 60°
Способ крепленияпоперечный кронштейн со скобойГ90 - глубокая 90°          
Габаритные размеры, ДхШхВ мм600х228х138
Ресурс работы светильника, ч100000
Масса, кг5.0
.","56","Мощность, Вт150
Световой поток, Лм24978
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>80
Тип светодиодовLG 3030 Series
Количество светодиодов, шт288
Коэффициент мощности, cos φ0.98 
Степень защитыIP65К30 - концентр. 30° 
Температура эксплуатации, Сот -60 до +40Г60 - глубокая 60°
Способ крепленияпоперечный кронштейн со скобойГ90 - глубокая 90°          
Габаритные размеры, ДхШхВ мм600х228х138
Ресурс работы светильника, ч100000
Масса, кг5.0
.","https://lh6.googleusercontent.com/1DcPh9Yst7RT1PYtZ0Ht0GqJQVmWwlauO9MFISqe6qo2C5rGgxim-f0DtGTee_uQh9jOa0nJcU_4hyflvkSdGuzvCipkcNft-iteCJDWJL-gmZ4S094sGmAdBpwMOaSReWj5L0a3SlcgPbxniA",NULL,"sirius-dpp-01-150-khkhkh","СИРИУС",NULL,NULL,"IP65","36","2020-03-21 10:18:14","2020-03-21 12:18:14"
"603","СИРИУС-ДПП-01-162-ххх","Мощность, Вт162
Световой поток, Лм21312
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>70
Тип светодиодовLG 3535 Ceramic
Количество светодиодов, шт72
Коэффициент мощности, cos φ0.98
Степень защитыIP65К13 - концентр. 13°
Температура эксплуатации, Сот -60 до +40К30 - концентр. 30°
Способ крепленияпоперечный кронштейн со скобойГ53 - глубокая 53°
Габаритные размеры, ДхШхВ мм600х228х138Г68 - глубокая 68°
Ресурс работы светильника, ч100000С - склад 23° х 110°
Масса, кг5.0
.","56","Мощность, Вт162
Световой поток, Лм21312
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>70
Тип светодиодовLG 3535 Ceramic
Количество светодиодов, шт72
Коэффициент мощности, cos φ0.98
Степень защитыIP65К13 - концентр. 13°
Температура эксплуатации, Сот -60 до +40К30 - концентр. 30°
Способ крепленияпоперечный кронштейн со скобойГ53 - глубокая 53°
Габаритные размеры, ДхШхВ мм600х228х138Г68 - глубокая 68°
Ресурс работы светильника, ч100000С - склад 23° х 110°
Масса, кг5.0
.","https://lh3.googleusercontent.com/d7s3uhDXMMz4fpeUk19dpsQ0YJXJzlEfbLs-06dPc7e7NUhiDTixlRRtvcrgAKy82V8qKKs3tQS3jqDjepJaWvLIvwiySN8AYOubrjSfg76qkcjLMtyxUtQDRVCqh3Secek4_N_txKAxidAI1g",NULL,"sirius-dpp-01-162-khkhkh","СИРИУС",NULL,NULL,"IP65","36","2020-03-21 10:18:14","2020-03-21 12:18:14"
"604","СИРИУС-ДПП-01-180-ххх ЛИДЕР","Мощность, Вт180
Световой поток, Лм26930
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>80
Тип светодиодовLG 3030 Series
Количество светодиодов, шт320
Коэффициент мощности, cos φ0.98 
Степень защитыIP65К30 - концентр. 30° 
Температура эксплуатации, Сот -60 до +40Г60 - глубокая 60°
Способ крепленияпоперечный кронштейн со скобойГ90 - глубокая 90°          
Габаритные размеры, ДхШхВ мм600х228х138
Ресурс работы светильника, ч100000
Масса, кг5.0
.","56","Мощность, Вт180
Световой поток, Лм26930
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>80
Тип светодиодовLG 3030 Series
Количество светодиодов, шт320
Коэффициент мощности, cos φ0.98 
Степень защитыIP65К30 - концентр. 30° 
Температура эксплуатации, Сот -60 до +40Г60 - глубокая 60°
Способ крепленияпоперечный кронштейн со скобойГ90 - глубокая 90°          
Габаритные размеры, ДхШхВ мм600х228х138
Ресурс работы светильника, ч100000
Масса, кг5.0
.","https://lh5.googleusercontent.com/hwUdl7PIxrPfLdbtjqXkwtLeH2Q9UAZ9mjA2MM3k6Y_NedXIgNLGFj91CUvEZ-iGhWpQLQi6_9YOLDTRS-zFfAP76neRDC9-NFQ8VwI4CuZBUv3Lvtj-DZcKISa8TMSveGf7ymEU7MhubNmrOg",NULL,"sirius-dpp-01-180-khkhkh-lider","СИРИУС",NULL,NULL,"IP65","36","2020-03-21 10:18:14","2020-03-21 12:18:14"
"605","СИРИУС-ДПП-02-180-ххх ЛИДЕР","Мощность, Вт180
Световой поток, Лм26930
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>80
Тип светодиодовLG 3030 Series
Количество светодиодов, шт320
Коэффициент мощности, cos φ0.98 
Степень защитыIP65К30 - концентр. 30° 
Температура эксплуатации, Сот -60 до +40Г60 - глубокая 60°
Способ крепленияпоперечный кронштейн со скобойГ90 - глубокая 90°          
Габаритные размеры, ДхШхВ мм300х422х138
Ресурс работы светильника, ч100000
Масса, кг6.8
.","56","Мощность, Вт180
Световой поток, Лм26930
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>80
Тип светодиодовLG 3030 Series
Количество светодиодов, шт320
Коэффициент мощности, cos φ0.98 
Степень защитыIP65К30 - концентр. 30° 
Температура эксплуатации, Сот -60 до +40Г60 - глубокая 60°
Способ крепленияпоперечный кронштейн со скобойГ90 - глубокая 90°          
Габаритные размеры, ДхШхВ мм300х422х138
Ресурс работы светильника, ч100000
Масса, кг6.8
.","https://lh3.googleusercontent.com/x5jvTJQOqTEjfT65kZMA36f7eW7qH6g5VjQXsjp5iY9QGmi_EPgNqygoHN03it2jXMY7HM_0m0LNZll6T_O6M-ExKpQZIRdxc2rTOB2YUaxdNhxoI2NP1-PRDNgi2VRUD6p1LhbGC_JwND7stw",NULL,"sirius-dpp-02-180-khkhkh-lider","СИРИУС",NULL,NULL,"IP65","36","2020-03-21 10:18:14","2020-03-21 12:18:14"
"606","СИРИУС-ДПП-01-200-ххх","Мощность, Вт200
Световой поток, Лм33304
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>80
Тип светодиодовLG 3030 Series
Количество светодиодов, шт384
Коэффициент мощности, cos φ0.98 
Степень защитыIP65К30 - концентр. 30° 
Температура эксплуатации, Сот -60 до +40Г60 - глубокая 60°
Способ крепленияпоперечный кронштейн со скобойГ90 - глубокая 90°          
Габаритные размеры, ДхШхВ мм800х228х138
Ресурс работы светильника, ч100000
Масса, кг6.8
.","56","Мощность, Вт200
Световой поток, Лм33304
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>80
Тип светодиодовLG 3030 Series
Количество светодиодов, шт384
Коэффициент мощности, cos φ0.98 
Степень защитыIP65К30 - концентр. 30° 
Температура эксплуатации, Сот -60 до +40Г60 - глубокая 60°
Способ крепленияпоперечный кронштейн со скобойГ90 - глубокая 90°          
Габаритные размеры, ДхШхВ мм800х228х138
Ресурс работы светильника, ч100000
Масса, кг6.8
.","https://lh4.googleusercontent.com/tswre66ZvfZ6XAoiJmEogoFU4F1yB0x1GPqbmpueCXxzcgaYB1M5FVvSdHTqmXzG4oOnUOzL99JrzsFnefi6toOpKLOM1ZjHdjItWbW2anUiDkmC1BYxj3M-8dZV0VP8qoKbQLi_YAioX43iSQ",NULL,"sirius-dpp-01-200-khkhkh","СИРИУС",NULL,NULL,"IP65","36","2020-03-21 10:18:14","2020-03-21 12:18:14"
"607","СИРИУС-ДПП-02-200-ххх","Мощность, Вт200
Световой поток, Лм33304
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>80
Тип светодиодовLG 3030 Series
Количество светодиодов, шт384
Коэффициент мощности, cos φ0.98 
Степень защитыIP65К30 - концентр. 30° 
Температура эксплуатации, Сот -60 до +40Г60 - глубокая 60°
Способ крепленияпоперечный кронштейн со скобойГ90 - глубокая 90°          
Габаритные размеры, ДхШхВ мм400х422х138
Ресурс работы светильника, ч100000
Масса, кг6.8
.","56","Мощность, Вт200
Световой поток, Лм33304
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>80
Тип светодиодовLG 3030 Series
Количество светодиодов, шт384
Коэффициент мощности, cos φ0.98 
Степень защитыIP65К30 - концентр. 30° 
Температура эксплуатации, Сот -60 до +40Г60 - глубокая 60°
Способ крепленияпоперечный кронштейн со скобойГ90 - глубокая 90°          
Габаритные размеры, ДхШхВ мм400х422х138
Ресурс работы светильника, ч100000
Масса, кг6.8
.","https://lh3.googleusercontent.com/LN_NtUMD9USDo1TUdt8ROlBEKJJRtkV7j4HTxSEyuWeONdFKoDN5_DGBLC1xOmTYDJ6EhprhudAlVMXEbPFGWwvFI-5wUdO54BbQLFup0bBsGu2P1hLvVzUdRMW26XJfMmd--GfIOX5gO24OlA",NULL,"sirius-dpp-02-200-khkhkh","СИРИУС",NULL,NULL,"IP65","36","2020-03-21 10:18:14","2020-03-21 12:18:14"
"608","СИРИУС-ДПП-01-217-ххх","Мощность, Вт217
Световой поток, Лм28416
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>70
Тип светодиодовLG 3535 Ceramic
Количество светодиодов, шт96
Коэффициент мощности, cos φ0.98
Степень защитыIP65К13 - концентр. 13°
Температура эксплуатации, Сот -60 до +40К30 - концентр. 30°
Способ крепленияпоперечный кронштейн со скобойГ53 - глубокая 53°
Габаритные размеры, ДхШхВ мм800х228х138Г68 - глубокая 68°
Ресурс работы светильника, ч100000С - склад 23° х 110°
Масса, кг6.8
.","56","Мощность, Вт217
Световой поток, Лм28416
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>70
Тип светодиодовLG 3535 Ceramic
Количество светодиодов, шт96
Коэффициент мощности, cos φ0.98
Степень защитыIP65К13 - концентр. 13°
Температура эксплуатации, Сот -60 до +40К30 - концентр. 30°
Способ крепленияпоперечный кронштейн со скобойГ53 - глубокая 53°
Габаритные размеры, ДхШхВ мм800х228х138Г68 - глубокая 68°
Ресурс работы светильника, ч100000С - склад 23° х 110°
Масса, кг6.8
.","https://lh5.googleusercontent.com/1y1hTlOxcR5rlBoOqJDHnYgybiB3p8OhxE-1CU6JJVr6olQW-xST_ELv5ltGMhXqI9br2eeB4WX9tQtHe0jullCdD9WP898jK7qQlwl1cCUw2a4XxASqB2Vphatj6CFzqi7KzxpznZRd06xHqg",NULL,"sirius-dpp-01-217-khkhkh","СИРИУС",NULL,NULL,"IP65","36","2020-03-21 10:18:14","2020-03-21 12:18:14"
"609","СИРИУС-ДПП-02-217-ххх","Мощность, Вт217
Световой поток, Лм28416
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>70
Тип светодиодовLG 3535 Ceramic
Количество светодиодов, шт96
Коэффициент мощности, cos φ0.98
Степень защитыIP65К13 - концентр. 13°
Температура эксплуатации, Сот -60 до +40К30 - концентр. 30°
Способ крепленияпоперечный кронштейн со скобойГ53 - глубокая 53°
Габаритные размеры, ДхШхВ мм400х422х138Г68 - глубокая 68°
Ресурс работы светильника, ч100000С - склад 23° х 110°
Масса, кг6.8
.","56","Мощность, Вт217
Световой поток, Лм28416
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>70
Тип светодиодовLG 3535 Ceramic
Количество светодиодов, шт96
Коэффициент мощности, cos φ0.98
Степень защитыIP65К13 - концентр. 13°
Температура эксплуатации, Сот -60 до +40К30 - концентр. 30°
Способ крепленияпоперечный кронштейн со скобойГ53 - глубокая 53°
Габаритные размеры, ДхШхВ мм400х422х138Г68 - глубокая 68°
Ресурс работы светильника, ч100000С - склад 23° х 110°
Масса, кг6.8
.","https://lh6.googleusercontent.com/12A7OdIkOkILbz4bLXzvx8FKkV_oWcriIAQ-08aJj63pCv-qAkJgOFxUm7FPf4X8SI1QFFH-Ak6eSl2s3YFIwRTjuPQHTebQivMPiaxz5iOONKCgLo2H6bJcTv33wgvte48dK-xLsqVnkqSeNQ",NULL,"sirius-dpp-02-217-khkhkh","СИРИУС",NULL,NULL,"IP65","36","2020-03-21 10:18:14","2020-03-21 12:18:14"
"610","СИРИУС-ДПП-03-270-ххх ЛИДЕР","Мощность, Вт270
Световой поток, Лм40395
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>80
Тип светодиодовLG 3030 Series
Количество светодиодов, шт480
Коэффициент мощности, cos φ0.98 
Степень защитыIP65К30 - концентр. 30° 
Температура эксплуатации, Сот -60 до +40Г60 - глубокая 60°
Способ крепленияпоперечный кронштейн со скобойГ90 - глубокая 90°          
Габаритные размеры, ДхШхВ мм300х480х138
Ресурс работы светильника, ч100000
Масса, кг10.0
.","56","Мощность, Вт270
Световой поток, Лм40395
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>80
Тип светодиодовLG 3030 Series
Количество светодиодов, шт480
Коэффициент мощности, cos φ0.98 
Степень защитыIP65К30 - концентр. 30° 
Температура эксплуатации, Сот -60 до +40Г60 - глубокая 60°
Способ крепленияпоперечный кронштейн со скобойГ90 - глубокая 90°          
Габаритные размеры, ДхШхВ мм300х480х138
Ресурс работы светильника, ч100000
Масса, кг10.0
.","https://lh4.googleusercontent.com/LMWiM3agAhJ_z-mW8hdhfOzOPLhZOqIUlgAVsDX51Mkhaupz6LJzoqRQuOWAzylneUAP5aS79f9ONB19ZCRLKO5VjPnZjCbIXuaNOuRlPghZ_0lKRfzOqENyjqoWltT-CJsSI0QfJgvsvhf9xQ",NULL,"sirius-dpp-03-270-khkhkh-lider","СИРИУС",NULL,NULL,"IP65","36","2020-03-21 10:18:14","2020-03-21 12:18:14"
"611","СИРИУС-ДПП-02-300-ххх","Мощность, Вт300
Световой поток, Лм49956
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>80
Тип светодиодовLG 3030 Series
Количество светодиодов, шт576
Коэффициент мощности, cos φ0.98 
Степень защитыIP65К30 - концентр. 30° 
Температура эксплуатации, Сот -60 до +40Г60 - глубокая 60°
Способ крепленияпоперечный кронштейн со скобойГ90 - глубокая 90°          
Габаритные размеры, ДхШхВ мм600х422х138
Ресурс работы светильника, ч100000
Масса, кг11.0
.","56","Мощность, Вт300
Световой поток, Лм49956
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>80
Тип светодиодовLG 3030 Series
Количество светодиодов, шт576
Коэффициент мощности, cos φ0.98 
Степень защитыIP65К30 - концентр. 30° 
Температура эксплуатации, Сот -60 до +40Г60 - глубокая 60°
Способ крепленияпоперечный кронштейн со скобойГ90 - глубокая 90°          
Габаритные размеры, ДхШхВ мм600х422х138
Ресурс работы светильника, ч100000
Масса, кг11.0
.","https://lh4.googleusercontent.com/8c3maFAceYHNzF6FTPXMp4v77B1iM97nlJZk8OS4UnwpaXPVanZPJGaLJsichUI73TBpeo6HXi5p2eltLE4IwD0e6rzRuVWXOEn28CfTNer6jEvCxvpxCjQOeAR-QvrgLnmARtI3oGFy78EmLA",NULL,"sirius-dpp-02-300-khkhkh","СИРИУС",NULL,NULL,"IP65","36","2020-03-21 10:18:14","2020-03-21 12:18:14"
"612","СИРИУС-ДПП-03-300-ххх","Мощность, Вт300
Световой поток, Лм49956
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>80
Тип светодиодовLG 3030 Series
Количество светодиодов, шт576
Коэффициент мощности, cos φ0.98 
Степень защитыIP65К30 - концентр. 30° 
Температура эксплуатации, Сот -60 до +40Г60 - глубокая 60°
Способ крепленияпоперечный кронштейн со скобойГ90 - глубокая 90°          
Габаритные размеры, ДхШхВ мм400х480х138
Ресурс работы светильника, ч100000
Масса, кг11.0
.","56","Мощность, Вт300
Световой поток, Лм49956
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>80
Тип светодиодовLG 3030 Series
Количество светодиодов, шт576
Коэффициент мощности, cos φ0.98 
Степень защитыIP65К30 - концентр. 30° 
Температура эксплуатации, Сот -60 до +40Г60 - глубокая 60°
Способ крепленияпоперечный кронштейн со скобойГ90 - глубокая 90°          
Габаритные размеры, ДхШхВ мм400х480х138
Ресурс работы светильника, ч100000
Масса, кг11.0
.","https://lh4.googleusercontent.com/1Gzv4JeqaZCYuixQc4Tmpyni2b1F4TXjUWgGd1B1-UwNpDVF7JbOZ-ZNeItwTZbiCDdWQ_kRZhYennV3nbobQQZmVFM3PIFXiP8rvOg0_CqtjDrjPdAZqpIyvv6qYD6oWWaDHkbQDNuradFV9Q",NULL,"sirius-dpp-03-300-khkhkh","СИРИУС",NULL,NULL,"IP65","36","2020-03-21 10:18:14","2020-03-21 12:18:14"
"613","СИРИУС-ДПП-02-324-ххх","Мощность, Вт324
Световой поток, Лм42624
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>70
Тип светодиодовLG 3535 Ceramic
Количество светодиодов, шт144
Коэффициент мощности, cos φ0.98
Степень защитыIP65К13 - концентр. 13°
Температура эксплуатации, Сот -60 до +40К30 - концентр. 30°
Способ крепленияпоперечный кронштейн со скобойГ53 - глубокая 53°
Габаритные размеры, ДхШхВ мм600х422х138Г68 - глубокая 68°
Ресурс работы светильника, ч100000С - склад 23° х 110°
Масса, кг11.0
.","56","Мощность, Вт324
Световой поток, Лм42624
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>70
Тип светодиодовLG 3535 Ceramic
Количество светодиодов, шт144
Коэффициент мощности, cos φ0.98
Степень защитыIP65К13 - концентр. 13°
Температура эксплуатации, Сот -60 до +40К30 - концентр. 30°
Способ крепленияпоперечный кронштейн со скобойГ53 - глубокая 53°
Габаритные размеры, ДхШхВ мм600х422х138Г68 - глубокая 68°
Ресурс работы светильника, ч100000С - склад 23° х 110°
Масса, кг11.0
.","https://lh3.googleusercontent.com/ckTD0frLdMomaCr82ZZnmhoqubONHukzxP-io9Ri5_kspRdmzoMP1H4yKIOAZxYXmHGHX_vJxm_OonC8avwfpIM7JqsuryhrtMkFNibbVZX5gOGd1VYi47G2-5xiMpN88hoJxJQkT43PUHqqJg",NULL,"sirius-dpp-02-324-khkhkh","СИРИУС",NULL,NULL,"IP65","36","2020-03-21 10:18:14","2020-03-21 12:18:14"
"614","СИРИУС-ДПП-03-324-ххх","Мощность, Вт324
Световой поток, Лм42624
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>70
Тип светодиодовLG 3535 Ceramic
Количество светодиодов, шт144
Коэффициент мощности, cos φ0.98
Степень защитыIP65К13 - концентр. 13°
Температура эксплуатации, Сот -60 до +40К30 - концентр. 30°
Способ крепленияпоперечный кронштейн со скобойГ53 - глубокая 53°
Габаритные размеры, ДхШхВ мм400х480х138Г68 - глубокая 68°
Ресурс работы светильника, ч100000С - склад 23° х 110°
Масса, кг10.0
.","56","Мощность, Вт324
Световой поток, Лм42624
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>70
Тип светодиодовLG 3535 Ceramic
Количество светодиодов, шт144
Коэффициент мощности, cos φ0.98
Степень защитыIP65К13 - концентр. 13°
Температура эксплуатации, Сот -60 до +40К30 - концентр. 30°
Способ крепленияпоперечный кронштейн со скобойГ53 - глубокая 53°
Габаритные размеры, ДхШхВ мм400х480х138Г68 - глубокая 68°
Ресурс работы светильника, ч100000С - склад 23° х 110°
Масса, кг10.0
.","https://lh3.googleusercontent.com/sAtujRng-QORSYrNEY1AgkbibiGS1SiPcxAOrUICpUDrVgS1XU1vF4g0eTx5ykfpnqpLJ83Y-WguSTvXf9cnvadjYU3izVacwW8PZlFzNWZ_Ei2v7UXR3dLIVohaG9eSvHP1-kAoKHEwo5QrLQ",NULL,"sirius-dpp-03-324-khkhkh","СИРИУС",NULL,NULL,"IP65","36","2020-03-21 10:18:14","2020-03-21 12:18:14"
"615","СИРИУС-ДПП-04-360-ххх ЛИДЕР","Мощность, Вт360
Световой поток, Лм53860
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>80
Тип светодиодовLG 3030 Series
Количество светодиодов, шт640
Коэффициент мощности, cos φ0.98 
Степень защитыIP65К30 - концентр. 30° 
Температура эксплуатации, Сот -60 до +40Г60 - глубокая 60°
Способ крепленияпоперечный кронштейн со скобойГ90 - глубокая 90°          
Габаритные размеры, ДхШхВ мм300х645х138
Ресурс работы светильника, ч100000
Масса, кг12.0
.","56","Мощность, Вт360
Световой поток, Лм53860
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>80
Тип светодиодовLG 3030 Series
Количество светодиодов, шт640
Коэффициент мощности, cos φ0.98 
Степень защитыIP65К30 - концентр. 30° 
Температура эксплуатации, Сот -60 до +40Г60 - глубокая 60°
Способ крепленияпоперечный кронштейн со скобойГ90 - глубокая 90°          
Габаритные размеры, ДхШхВ мм300х645х138
Ресурс работы светильника, ч100000
Масса, кг12.0
.","https://lh6.googleusercontent.com/h6WrFwknyN1eH1w7fKbP58azm8RkdGuYufP5xN20jIT5H5GYwmYRJ3_Y8T3tqXM9GI_rR4Xt3ThPkXhsLoID5QmF-aFcTPF6jKuF_QEs31hThed7ieHC1pkh2H2AdrNaLioRpQW_cV04CSM16w",NULL,"sirius-dpp-04-360-khkhkh-lider","СИРИУС",NULL,NULL,"IP65","36","2020-03-21 10:18:14","2020-03-21 12:18:14"
"616","СИРИУС-ДПП-02-400-ххх","Мощность, Вт400
Световой поток, Лм66608
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>80
Тип светодиодовLG 3030 Series
Количество светодиодов, шт768
Коэффициент мощности, cos φ0.98 
Степень защитыIP65К30 - концентр. 30° 
Температура эксплуатации, Сот -60 до +40Г60 - глубокая 60°
Способ крепленияпоперечный кронштейн со скобойГ90 - глубокая 90°          
Габаритные размеры, ДхШхВ мм800х422х138
Ресурс работы светильника, ч100000
Масса, кг13.5
.","56","Мощность, Вт400
Световой поток, Лм66608
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>80
Тип светодиодовLG 3030 Series
Количество светодиодов, шт768
Коэффициент мощности, cos φ0.98 
Степень защитыIP65К30 - концентр. 30° 
Температура эксплуатации, Сот -60 до +40Г60 - глубокая 60°
Способ крепленияпоперечный кронштейн со скобойГ90 - глубокая 90°          
Габаритные размеры, ДхШхВ мм800х422х138
Ресурс работы светильника, ч100000
Масса, кг13.5
.","https://lh4.googleusercontent.com/Xyum3bLQlDd8MwBNwKsec32-39azCTVoLD7LgTj4noVonkxVEVRKDlc4sE18tOmzwGbCmY8MKQ3xCSg4fKy-E2uD9Dug4q21OUL2VtPeIIQfFEzOUN7C6g2nnZDkRi5b5uhJxLVtb12G0Rf8aA",NULL,"sirius-dpp-02-400-khkhkh","СИРИУС",NULL,NULL,"IP65","36","2020-03-21 10:18:14","2020-03-21 12:18:14"
"617","СИРИУС-ДПП-04-400-ххх","Мощность, Вт400
Световой поток, Лм66608
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>80
Тип светодиодовLG 3030 Series
Количество светодиодов, шт768
Коэффициент мощности, cos φ0.98 
Степень защитыIP65К30 - концентр. 30° 
Температура эксплуатации, Сот -60 до +40Г60 - глубокая 60°
Способ крепленияпоперечный кронштейн со скобойГ90 - глубокая 90°          
Габаритные размеры, ДхШхВ мм400х645х138
Ресурс работы светильника, ч100000
Масса, кг13.5
.","56","Мощность, Вт400
Световой поток, Лм66608
Диапазон напряжения, В176-264 АС
Цветовая температура, К5000Д120 - косинусная 120°
Индекс цветопередачи, CRIRa>80
Тип светодиодовLG 3030 Series
Количество светодиодов, шт768
Коэффициент мощности, cos φ0.98 
Степень защитыIP65К30 - концентр. 30° 
Температура эксплуатации, Сот -60 до +40Г60 - глубокая 60°
Способ крепленияпоперечный кронштейн со скобойГ90 - глубокая 90°          
Габаритные размеры, ДхШхВ мм400х645х138
Ресурс работы светильника, ч100000
Масса, кг13.5
.","https://lh4.googleusercontent.com/RKeahAVcn5TIQ6smAgtvh6r7HVZWlHbzsBvL0lw16Kpe4ieXZ7UAr2y_wuTNmSMWbRRDlfrIGGIvrfJDk6v3Ozb9Jw8lh0gTJYeQgP8KfTMz91MJSK1ZBCMZn91TaCk-EZWenHQrvoBXMdUNMA",NULL,"sirius-dpp-04-400-khkhkh","СИРИУС",NULL,NULL,"IP65","36","2020-03-21 10:18:14","2020-03-21 12:18:14"
